#X	#Y	#DWt	#VmS	#PreSpike	#NMDA_Mg	#NMDA_Nopen	#NMDA_Jca	#NMDA_G	#NMDA_Nt0	#NMDA_Nt1	#NMDA_Nt2	#GluN2B	#Cyt_Ca	#PSD_Ca	#Cyt_CaM	#Cyt_Ca3CaM	#PSD_CaM	#PSD_Ca3CaM	#Cyt_CaMKIIact	#Cyt_CaMKII	#Cyt_CaMKIIP	#PSD_CaMKIIact	#PSD_CaMKII	#PSD_CaMKIIP	#PSD_CaMKIIn2b	#PSD_N2B_Ca0CaM_CaMKII	#PSD_N2B_Ca1CaM_CaMKII	#PSD_N2B_Ca0CaM_CaMKIIP	#PSD_N2B_Ca1CaM_CaMKIIP	#PSD_N2B_CaMKII	#PSD_N2B_CaMKIIP	#Cyt_DAPK1act	#Cyt_DAPK1_AutoK	#PSD_DAPK1act	#PSD_DAPK1_AutoK	#Cyt_CaNact	#PSD_CaNact	#Cyt_AC1act	#Cyt_cAMP	#Cyt_PKAact	#PSD_AC1act	#PSD_cAMP	#PSD_PKAact	#Cyt_I1P	#Cyt_PP1act	#PSD_I1P	#PSD_PP1act	#Int_AMPAR	#Mbr_AMPAR	#PSD_AMPAR	#Trp_AMPAR
60	900	0.0115387	-64.9999	0	0.0405832	7.9448e-37	1.89245e-31	3.22428e-37	0.919327	0.0803919	0.000281087	107.29	0.0500049	0.0500082	88.7114	4.82552e-05	88.716	5.24767e-05	0.100539	19.1838	2.87347e-08	2.59354	19.2851	3.69138e-06	3.39649	2.87723	0.0368811	0.444731	0.0243549	0.00292254	1.18384e-06	0.685855	0.140187	0.685855	0.140187	0.0558798	0.0558804	0.000591855	0.00834474	0.0859557	0.000643588	0.00835014	0.0859558	0.864864	0.0114255	0.864975	0.0685914	6.22398	0.272924	0.270963	1.74068
70	900	0.0329434	-64.9999	0	0.0405832	7.87618e-37	1.8761e-31	3.19643e-37	0.919347	0.0803715	0.000281474	105.566	0.050005	0.0500084	88.678	4.87866e-05	88.6826	5.30031e-05	0.100718	19.16	3.51932e-08	2.68841	19.2611	4.51926e-06	3.51417	2.87078	0.036799	0.561772	0.0306743	0.002916	1.47338e-06	0.685855	0.140187	0.685855	0.140187	0.0567535	0.0567541	0.000598479	0.00866913	0.0909335	0.000650154	0.00867453	0.0909336	0.893461	0.0110637	0.893576	0.0664191	6.2127	0.274984	0.27101	1.77751
80	900	0.0537124	-64.9999	0	0.0405832	7.82599e-37	1.86415e-31	3.17607e-37	0.919372	0.080346	0.000281643	103.476	0.0500051	0.0500085	88.6421	4.91074e-05	88.6467	5.3289e-05	0.100946	19.131	4.30459e-08	2.80394	19.2319	5.52527e-06	3.65746	2.86282	0.0366973	0.704428	0.0383731	0.00290788	1.82572e-06	0.685855	0.140187	0.685855	0.140187	0.0572819	0.0572824	0.000602478	0.00894809	0.0951471	0.000653727	0.00895349	0.0951471	0.917633	0.0107752	0.91775	0.0646873	6.20321	0.275792	0.270002	1.81325
90	900	0.0681528	-64.9999	0	0.0405832	7.78857e-37	1.85524e-31	3.16088e-37	0.919394	0.0803242	0.000281675	101.727	0.0500051	0.0500087	88.6138	4.92583e-05	88.6183	5.34002e-05	0.101146	19.1067	4.96357e-08	2.90078	19.2073	6.36892e-06	3.77753	2.85605	0.0366107	0.824082	0.0448289	0.00290098	2.12113e-06	0.685855	0.140187	0.685855	0.140187	0.0575314	0.057532	0.000604361	0.00912116	0.0977322	0.000655122	0.00912656	0.0977322	0.932332	0.010607	0.93245	0.0636775	6.19747	0.275661	0.268625	1.8381
100	900	0.0960212	-64.9999	0	0.0405832	7.72511e-37	1.84012e-31	3.13513e-37	0.919445	0.080273	0.000281568	97.6487	0.0500052	0.0500089	88.5503	4.94164e-05	88.5549	5.34478e-05	0.101654	19.0499	6.5058e-08	3.1272	19.1499	8.34127e-06	4.05823	2.83993	0.0364042	1.10413	0.0599308	0.00288449	2.81179e-06	0.685855	0.140187	0.685855	0.140187	0.0577959	0.0577965	0.000606335	0.0094015	0.101927	0.000655737	0.00940689	0.101927	0.956198	0.0103448	0.956319	0.0621032	6.18799	0.274144	0.264649	1.88606
10	1000	-0.0963302	-64.9999	0	0.0405832	8.5031e-37	2.02544e-31	3.45086e-37	0.919286	0.0804401	0.000274144	112.781	0.0500034	0.0500062	88.9053	4.043e-05	88.9099	4.4113e-05	0.0999646	19.2549	8.09177e-09	2.31002	19.3569	1.04176e-06	3.04475	2.89626	0.037116	0.0961934	0.00541571	0.00294098	2.93134e-07	0.685855	0.140187	0.685855	0.140187	0.0429343	0.0429348	0.000494406	0.00637523	0.0521445	0.000539409	0.0063806	0.0521453	0.658864	0.0149465	0.658949	0.0897293	6.30097	0.244815	0.261064	1.55505
20	1000	-0.0736783	-64.9999	0	0.0405832	8.3712e-37	1.99402e-31	3.39733e-37	0.919289	0.0804341	0.000276912	111.649	0.050004	0.0500069	88.8449	4.34767e-05	88.8495	4.74021e-05	0.100093	19.2417	1.24377e-08	2.36245	19.3436	1.60021e-06	3.10978	2.89271	0.037074	0.160359	0.00894696	0.00293776	4.67911e-07	0.685855	0.140187	0.685855	0.140187	0.0479968	0.0479973	0.000532335	0.00688864	0.0614197	0.000580361	0.00689402	0.0614202	0.716202	0.0137658	0.716295	0.0826409	6.28289	0.25267	0.262974	1.59403
30	1000	-0.0462321	-64.9999	0	0.0405832	8.22688e-37	1.95964e-31	3.33876e-37	0.919296	0.0804247	0.000278867	110.437	0.0500044	0.0500075	88.7957	4.56582e-05	88.8003	4.97434e-05	0.100221	19.2264	1.69491e-08	2.42338	19.3282	2.17945e-06	3.18537	2.88863	0.0370242	0.23518	0.0130196	0.00293387	6.60735e-07	0.685855	0.140187	0.685855	0.140187	0.0516039	0.0516045	0.000559502	0.00739444	0.0704097	0.000609523	0.00739984	0.07041	0.772369	0.012777	0.772469	0.076705	6.26201	0.260965	0.266108	1.64126
40	1000	-0.023788	-64.9999	0	0.0405832	8.16047e-37	1.94382e-31	3.31181e-37	0.919306	0.0804145	0.00027997	109.36	0.0500046	0.0500078	88.7616	4.6915e-05	88.7662	5.10799e-05	0.100331	19.2122	2.09414e-08	2.48032	19.3138	2.69177e-06	3.25602	2.88483	0.0369769	0.305235	0.0168137	0.00293014	8.36681e-07	0.685855	0.140187	0.685855	0.140187	0.0536755	0.0536761	0.000575158	0.00778355	0.0770078	0.000626177	0.00778895	0.077008	0.81257	0.0121523	0.812675	0.0729543	6.24624	0.266511	0.268376	1.67989
50	1000	-0.0107062	-64.9999	0	0.0405832	8.06534e-37	1.92116e-31	3.2732e-37	0.919312	0.0804072	0.000280448	108.668	0.0500047	0.0500079	88.7432	4.74762e-05	88.7478	5.16701e-05	0.1004	19.2027	2.34973e-08	2.51787	19.3043	3.01967e-06	3.3026	2.88232	0.0369454	0.351476	0.0193116	0.00292764	9.5124e-07	0.685855	0.140187	0.685855	0.140187	0.0545991	0.0545997	0.000582149	0.00800504	0.0806564	0.000633532	0.00801044	0.0806565	0.834618	0.0118349	0.834726	0.071049	6.23765	0.269209	0.269424	1.7024
60	1000	0.0188143	-64.9999	0	0.0405832	8.00647e-37	1.90714e-31	3.24931e-37	0.919334	0.080385	0.000281244	106.701	0.0500049	0.0500083	88.6996	4.84628e-05	88.7042	5.26847e-05	0.1006	19.1757	3.08557e-08	2.62558	19.277	3.9633e-06	3.43623	2.87505	0.0368534	0.484267	0.026485	0.00292033	1.28047e-06	0.685855	0.140187	0.685855	0.140187	0.0562213	0.0562219	0.000594443	0.00847867	0.0880759	0.000646183	0.00848407	0.088076	0.877542	0.0112623	0.877655	0.0676111	6.22032	0.273517	0.270702	1.7532
70	1000	0.0394022	-64.9999	0	0.0405832	7.95687e-37	1.89532e-31	3.22918e-37	0.919355	0.0803636	0.000281534	104.913	0.050005	0.0500084	88.6667	4.88943e-05	88.6713	5.31004e-05	0.100788	19.151	3.75544e-08	2.72422	19.252	4.82183e-06	3.55858	2.86831	0.0367675	0.605998	0.0330556	0.00291348	1.5812e-06	0.685855	0.140187	0.685855	0.140187	0.0569311	0.0569317	0.000599822	0.00877892	0.0926462	0.00065137	0.00878432	0.0926462	0.903745	0.0109391	0.90386	0.0656712	6.20998	0.275076	0.270409	1.78862
80	1000	0.0603289	-64.9999	0	0.0405832	7.90873e-37	1.88386e-31	3.20964e-37	0.919383	0.0803357	0.000281646	102.653	0.0500051	0.0500086	88.629	4.91658e-05	88.6336	5.33275e-05	0.101039	19.1196	4.60344e-08	2.84927	19.2204	5.90792e-06	3.71367	2.85965	0.0366567	0.760457	0.0413888	0.00290465	1.96216e-06	0.685855	0.140187	0.685855	0.140187	0.0573789	0.0573795	0.000603208	0.00904915	0.096706	0.000654211	0.00905455	0.096706	0.926965	0.0106679	0.927083	0.0640426	6.20091	0.27549	0.269027	1.82464
90	1000	0.0754024	-64.9999	0	0.0405832	7.86727e-37	1.87398e-31	3.19282e-37	0.919407	0.0803113	0.000281649	100.696	0.0500051	0.0500087	88.5978	4.92996e-05	88.6023	5.34135e-05	0.101269	19.0924	5.33973e-08	2.95772	19.1929	6.85024e-06	3.84814	2.85203	0.0365592	0.894506	0.0486186	0.00289686	2.29262e-06	0.685855	0.140187	0.685855	0.140187	0.0576005	0.0576011	0.000604876	0.00922247	0.0992837	0.000655293	0.00922787	0.0992837	0.941527	0.0105045	0.941647	0.0630618	6.19528	0.275067	0.267308	1.85057
100	1000	0.104415	-64.9999	0	0.0405832	7.79325e-37	1.85635e-31	3.16278e-37	0.919465	0.080254	0.000281487	96.1453	0.0500052	0.0500089	88.5275	4.94309e-05	88.532	5.34172e-05	0.101857	19.0289	7.0615e-08	3.21072	19.1287	9.05117e-06	4.16173	2.83386	0.0363263	1.20755	0.0654947	0.00287827	3.06388e-06	0.685855	0.140187	0.685855	0.140187	0.0578221	0.0578226	0.000606518	0.00949597	0.103378	0.000655363	0.00950135	0.103377	0.964671	0.0102548	0.964793	0.0615628	6.18604	0.272989	0.262648	1.9005
